Date,MOVE,IEF,TLT
2008-01-03,145.600006,87.5,94
2008-01-04,138.100006,88,94.5
2008-01-07,130.899994,87.870003,94.18
2008-01-08,124,88.089996,94.440002
2008-01-09,128,88.440002,94.790001
2008-01-10,125.300003,88.43,94.870003
2008-01-11,130.899994,88.120003,93.519997
2008-01-14,130.559998,88.519997,94.199997
2008-01-15,131.899994,88.900002,95.160004
2008-01-16,133,89.239998,95.68
2008-01-17,135.100006,89.010002,94.959999
2008-01-18,137.100006,89.489998,95.550003
2008-01-22,147.300003,90.800003,96.410004
2008-01-23,165.100006,91.760002,97.980003
2008-01-24,171.699997,89.910004,95.550003
2008-01-25,178.800003,89,94.190002
2008-01-28,170.199997,89.93,95.68
2008-01-29,161.800003,89.690002,95.279999
2008-01-30,146.710007,89.339996,94.690002
2008-01-31,153.699997,90.190002,95.300003
2008-02-01,144.699997,90.040001,95
2008-02-04,142,89.400002,94.389999
2008-02-05,145.899994,90.059998,95.410004
2008-02-06,146.199997,89.790001,94.629997
2008-02-07,150.399994,89.970001,94.529999
2008-02-08,153,89.389999,93.25
2008-02-11,149.800003,89.800003,94.279999
2008-02-12,148.5,89.459999,93.32
2008-02-13,146.100006,89.279999,92.93
2008-02-14,144.199997,89.019997,91.800003
2008-02-15,146.600006,88.93,91.610001
2008-02-19,147.5,88.519997,91.139999
2008-02-20,154.300003,88.190002,90.620003
2008-02-21,160.600006,88.5,92.080002
2008-02-22,161.5,89.120003,92.489998
2008-02-25,158.100006,88.75,91.949997
2008-02-26,149.199997,88.480003,90.959999
2008-02-27,142.910004,89.050003,91.43
2008-02-28,145.199997,89.5,92.339996
2008-02-29,155.199997,90.25,93.650002
2008-03-03,152.199997,90.290001,93.669998
2008-03-04,155.699997,90.349998,93.940002
2008-03-05,164.899994,90.110001,93.059998
2008-03-06,171.399994,89.860001,91.82
2008-03-07,172.600006,90.779999,93.290001
2008-03-10,169.600006,90.720001,92.709999
2008-03-11,155.300003,90.480003,93
2008-03-12,154.300003,90.43,93.129997
2008-03-13,162.699997,91.470001,95.029999
2008-03-14,167.199997,91.160004,94.620003
2008-03-17,168.800003,91.669998,95.589996
2008-03-18,159.199997,92.059998,95.300003
2008-03-19,159.899994,91.449997,95.120003
2008-03-20,158.600006,92.470001,97
2008-03-24,161,91.610001,96.480003
2008-03-25,160.699997,91.190002,95.379997
2008-03-26,157.699997,91.459999,95.779999
2008-03-27,152.399994,91.190002,94.639999
2008-03-28,145.899994,91.279999,95.089996
2008-03-31,145.5,91.919998,96.110001
2008-04-01,141.899994,91.540001,94.809998
2008-04-02,146.199997,90.32,93.989998
2008-04-03,139.699997,90.599998,94.5
2008-04-04,140.199997,90.75,95.169998
2008-04-07,132.899994,90.470001,94.620003
2008-04-08,128.199997,90.629997,95.18
2008-04-09,128.699997,90.550003,94.559998
2008-04-10,127.800003,90.919998,95.309998
2008-04-11,129.399994,90.949997,95.599998
2008-04-14,127.400002,90.940002,95.339996
2008-04-15,129.899994,90.440002,94.419998
2008-04-16,144,90.25,93.800003
2008-04-17,149.699997,89.669998,92.980003
2008-04-18,144.100006,88.93,92
2008-04-21,135.199997,89.269997,92.410004
2008-04-22,129.100006,89.339996,92.910004
2008-04-23,125.599998,89.43,93.089996
2008-04-24,129.199997,88.790001,92.260002
2008-04-25,131,88.510002,92.139999
2008-04-28,130.100006,88.5,91.529999
2008-04-29,126.5,88.900002,92.379997
2008-04-30,119.099998,88.860001,92.419998
2008-05-01,115.199997,89.300003,93.440002
2008-05-02,111.800003,88.290001,91.779999
2008-05-05,108.900002,88.360001,91.860001
2008-05-06,110.400002,88.470001,92.010002
2008-05-07,116.099998,87.910004,90.730003
2008-05-08,119.699997,88.529999,91.440002
2008-05-09,121.099998,89.150002,92.730003
2008-05-12,118.300003,88.949997,92.760002
2008-05-13,120.900002,88.360001,91.830002
2008-05-14,127.199997,88.379997,92
2008-05-15,125.300003,88.029999,91.169998
2008-05-16,122.5,88.400002,91.879997
2008-05-19,117.5,88.550003,92.260002
2008-05-20,116.599998,88.849998,92.440002
2008-05-21,115.900002,88.610001,92.050003
2008-05-22,120.900002,88.370003,91.93
2008-05-23,120.400002,88.309998,91.830002
2008-05-27,121.099998,88.089996,91.379997
2008-05-28,126.599998,87.760002,90.540001
2008-05-29,131.600006,87.230003,90.010002
2008-05-30,130.199997,87.349998,90.129997
2008-06-02,130.5,87.5,89.980003
2008-06-03,132.699997,87.360001,90.059998
2008-06-04,131.899994,88.190002,91.389999
2008-06-05,133.800003,87.410004,89.82
2008-06-06,139.600006,87.699997,90.440002
2008-06-09,151,87.519997,90.480003
2008-06-10,149.600006,87.120003,90.650002
2008-06-11,144.600006,86.989998,90.050003
2008-06-12,148.899994,86.519997,89.559998
2008-06-13,153.699997,86.139999,88.970001
2008-06-16,143.5,86.129997,89.110001
2008-06-17,142.199997,86.110001,89.150002
2008-06-18,140.399994,86.389999,89.290001
2008-06-19,136.800003,86.519997,89.519997
2008-06-20,137.800003,86.690002,89.940002
2008-06-23,136.699997,86.709999,90.080002
2008-06-24,134.800003,86.800003,90.379997
2008-06-25,129.800003,87.010002,90.650002
2008-06-26,133.699997,87.029999,91
2008-06-27,132.5,87.620003,91.730003
2008-06-30,126,87.839996,92.410004
2008-07-01,128.5,88.010002,92.690002
2008-07-02,133.100006,87.550003,91.959999
2008-07-03,125.099998,87.57,91.709999
2008-07-07,123,87.769997,92.07
2008-07-08,118.900002,88.18,92.5
2008-07-09,116.099998,88.349998,92.940002
2008-07-10,118.699997,88.800003,93.330002
2008-07-11,129.199997,88.790001,93.519997
2008-07-14,126,88.010002,92.379997
2008-07-15,126,88.620003,93.07
2008-07-16,123.400002,88.449997,92.080002
2008-07-17,129.399994,87.900002,91.260002
2008-07-18,131,87.550003,90.760002
2008-07-21,131.100006,87.169998,90.449997
2008-07-22,124.900002,87.339996,90.639999
2008-07-23,123.699997,86.949997,90.220001
2008-07-24,123.800003,87.089996,90.349998
2008-07-25,123.400002,87.510002,90.550003
2008-07-28,122.699997,87.510002,90.949997
2008-07-29,121.300003,87.580002,90.660004
2008-07-30,133.800003,87.269997,90.089996
2008-07-31,131.699997,88.110001,91.720001
2008-08-01,118.300003,87.730003,90.970001
2008-08-04,117.199997,87.919998,91.089996
2008-08-05,110.300003,87.940002,91.349998
2008-08-06,112.300003,87.57,90.410004
2008-08-07,118.800003,87.970001,90.629997
2008-08-08,109.099998,88.510002,91.889999
2008-08-11,107.400002,88.260002,91.779999
2008-08-12,110.900002,88.269997,91.809998
2008-08-13,112.300003,88.699997,92.300003
2008-08-14,111.800003,88.639999,92.260002
2008-08-15,112.099998,88.879997,92.669998
2008-08-18,112.800003,88.959999,93.080002
2008-08-19,110.099998,89.290001,93.440002
2008-08-20,110.699997,89.220001,93.379997
2008-08-21,109.400002,89.370003,93.629997
2008-08-22,109.800003,88.959999,93.110001
2008-08-25,109.599998,89.379997,94.120003
2008-08-26,108.199997,89.360001,93.959999
2008-08-27,104.099998,89.110001,93.489998
2008-08-28,103,89.370003,93.910004
2008-08-29,103,89.290001,94.019997
2008-09-02,102.400002,88.889999,92.980003
2008-09-03,105.900002,89.559998,94.269997
2008-09-04,115.199997,89.959999,95
2008-09-05,111.800003,90.470001,96.019997
2008-09-08,116.300003,89.43,94.900002
2008-09-09,123.800003,89.879997,95.830002
2008-09-10,123.699997,89.93,95.980003
2008-09-11,126.099998,90.489998,96.790001
2008-09-12,125.400002,90.169998,96.209999
2008-09-15,160.300003,90.970001,96.279999
2008-09-16,168.399994,92.629997,100.709999
2008-09-17,162,91.669998,98.919998
2008-09-18,163.5,91.400002,97.949997
2008-09-19,162.300003,89.059998,93.860001
2008-09-22,158.100006,88.639999,92.93
2008-09-23,159.5,89.139999,93.610001
2008-09-24,163.800003,89.330002,93.970001
2008-09-25,176.300003,89.199997,94.589996
2008-09-26,183.600006,89.139999,94.07
2008-09-29,201,89.489998,95.169998
2008-09-30,208.5,90.290001,97.040001
2008-10-01,200.5,89.139999,96.040001
2008-10-02,206.699997,89.43,96.57
2008-10-03,204.800003,89.879997,97.379997
2008-10-06,217.300003,90.440002,98.739998
2008-10-07,221.100006,90.440002,98.32
2008-10-08,239.800003,91.07,99.68
2008-10-09,250.100006,88.669998,97.370003
2008-10-10,264.600006,88.449997,96.610001
2008-10-13,250,87.260002,95.110001
2008-10-14,230.399994,87.050003,94.25
2008-10-15,220.5,86.660004,94.120003
2008-10-16,218.899994,87.110001,94.989998
2008-10-17,207.300003,87.900002,94.690002
2008-10-20,191.600006,87.489998,93.440002
2008-10-21,192.899994,88.589996,95.089996
2008-10-22,203.800003,89.110001,96.120003
2008-10-23,229.699997,89.910004,97.949997
2008-10-24,239.399994,90.400002,98.82
2008-10-27,237,89.459999,97.769997
2008-10-28,229.899994,88.900002,96.18
2008-10-29,217.199997,88.690002,95.769997
2008-10-30,209.399994,88.059998,94.5
2008-10-31,207.199997,88.43,94.639999
2008-11-03,204.600006,87.699997,92.720001
2008-11-04,203,87.739998,92.959999
2008-11-05,217.5,88.779999,94.889999
2008-11-06,189,88.800003,94.599998
2008-11-07,178.100006,88.730003,94.519997
2008-11-10,173.199997,88.540001,93.800003
2008-11-11,173.199997,88.720001,95.209999
2008-11-12,173.199997,89.279999,95.580002
2008-11-13,181.399994,89.489998,94.910004
2008-11-14,189.5,89.730003,95.110001
2008-11-17,188.399994,89.849998,95.68
2008-11-18,191.600006,90.599998,96.379997
2008-11-19,192,91.300003,97.470001
2008-11-20,211.600006,93.110001,101.82
2008-11-21,212.899994,92.739998,103.25
2008-11-24,189,92.519997,102.150002
2008-11-25,206.199997,93.209999,103.949997
2008-11-26,213.899994,93.730003,104.720001
2008-11-28,214,94.050003,105.25
2008-12-01,213.300003,95.050003,107.75
2008-12-02,216.600006,95.260002,108.559998
2008-12-03,214.699997,95.769997,110.269997
2008-12-04,216.899994,96.169998,111.129997
2008-12-05,216.399994,96.25,111.949997
2008-12-08,213.399994,95.5,110.480003
2008-12-09,214.699997,95.379997,110.580002
2008-12-10,218.899994,95.489998,111.370003
2008-12-11,223.399994,96.040001,112.18
2008-12-12,222.699997,96.480003,112.540001
2008-12-15,214.5,96.839996,112.349998
2008-12-16,194.899994,98.510002,116.459999
2008-12-17,182.100006,99.779999,120.769997
2008-12-18,194.600006,99.949997,120.739998
2008-12-19,195.800003,99.440002,121.440002
2008-12-22,194.600006,99.559998,122.389999
2008-12-23,193.800003,99.099998,120.139999
2008-12-24,193.800003,99.160004,120.730003
2008-12-26,193.5,99.510002,121.589996
2008-12-29,192.100006,99.449997,121.43
2008-12-30,192.600006,99.230003,120.489998
2008-12-31,190,99.370003,121.410004
2009-01-02,183.100006,98.779999,120.050003
2009-01-05,171,96.709999,115.599998
2009-01-06,160.399994,96.209999,111.620003
2009-01-07,151.699997,96.739998,111.959999
2009-01-08,149.899994,97.010002,112.639999
2009-01-09,138,97,111.459999
2009-01-12,134.800003,97.379997,111.57
2009-01-13,119.5,97.980003,113.5
2009-01-14,119.400002,98.720001,114.650002
2009-01-15,129.5,98.970001,116.199997
2009-01-16,126.900002,97.550003,113.419998
2009-01-20,136.5,96.809998,112.290001
2009-01-21,151,97.099998,111.93
2009-01-22,153.100006,96.720001,110.599998
2009-01-23,155.300003,95.860001,107.919998
2009-01-26,145.300003,95.849998,107.43
2009-01-27,141.199997,95.910004,107.800003
2009-01-28,136.699997,96.75,109.309998
2009-01-29,147.800003,95.510002,105.559998
2009-01-30,162.899994,95.019997,104.550003
2009-02-02,163.399994,94.800003,104.019997
2009-02-03,161.199997,94.839996,104.300003
2009-02-04,172.5,94.150002,102.75
2009-02-05,173.699997,94.029999,103.239998
2009-02-06,182.100006,94,102.25
2009-02-09,170.199997,93.519997,101.690002
2009-02-10,172.300003,94.099998,104.110001
2009-02-11,157,94.860001,105.709999
2009-02-12,151,95.580002,105.980003
2009-02-13,158.699997,94.910004,103.949997
2009-02-17,163.199997,95.559998,104.550003
2009-02-18,159.199997,96.139999,106.059998
2009-02-19,161.899994,94.559998,102.690002
2009-02-20,165.5,95.480003,104.269997
2009-02-23,157.399994,94.830002,103.599998
2009-02-24,154.399994,95.43,105.699997
2009-02-25,164.300003,94.870003,105.239998
2009-02-26,163,93.830002,102.870003
2009-02-27,166.600006,94.07,102.57
2009-03-02,164,93.970001,102.220001
2009-03-03,164.899994,93.900002,102.230003
2009-03-04,166.300003,93.470001,101.489998
2009-03-05,162.199997,94.510002,104.019997
2009-03-06,159.199997,94.459999,104.260002
2009-03-09,160.5,94.629997,104.510002
2009-03-10,153.399994,94.050003,102.43
2009-03-11,147,93.629997,101.290001
2009-03-12,146.300003,94.57,102.660004
2009-03-13,143.800003,94.5,102.75
2009-03-16,140.899994,94.07,100.82
2009-03-17,142.699997,94.459999,101.720001
2009-03-18,142.899994,94.150002,101.120003
2009-03-19,125.599998,97.510002,105.620003
2009-03-20,124,97.040001,104.620003
2009-03-23,119,96.809998,104.290001
2009-03-24,119.300003,96.410004,102.190002
2009-03-25,118.300003,96.169998,103.290001
2009-03-26,120.5,95.830002,102.440002
2009-03-27,117.900002,96.279999,104.150002
2009-03-30,116.900002,96.550003,105.440002
2009-03-31,117.300003,96.419998,105.040001
2009-04-01,112.599998,96.57,106.120003
2009-04-02,111.699997,96.220001,105.889999
2009-04-03,119.699997,95.510002,104.910004
2009-04-06,122.900002,94.970001,103.540001
2009-04-07,118.5,94.82,102.540001
2009-04-08,119.699997,94.980003,103.07
2009-04-09,119.699997,94.720001,102.470001
2009-04-13,116.400002,95.160004,102.959999
2009-04-14,107.699997,95.559998,103.25
2009-04-15,105.599998,95.93,104.129997
2009-04-16,109,95.68,102.849998
2009-04-17,115.800003,95.239998,102.470001
2009-04-20,115.099998,95.099998,102.629997
2009-04-21,115.800003,95.790001,104.040001
2009-04-22,120.199997,95.139999,102.449997
2009-04-23,120.199997,94.699997,101.349998
2009-04-24,125.800003,94.510002,100.790001
2009-04-27,125.800003,94.800003,101.07
2009-04-28,122.599998,95.110001,101.5
2009-04-29,120.699997,94.349998,99.669998
2009-04-30,124.199997,93.589996,97.980003
2009-05-01,129.199997,93.160004,97.120003
2009-05-04,127.800003,93.150002,97.360001
2009-05-05,125.400002,93.190002,97.459999
2009-05-06,125.199997,93.080002,97.120003
2009-05-07,129.100006,92.68,95.940002
2009-05-08,130.5,92.510002,95.019997
2009-05-11,124.699997,93.150002,96.050003
2009-05-12,126.300003,93.230003,96.18
2009-05-13,126.199997,93.57,97.360001
2009-05-14,123.5,93.709999,97.599998
2009-05-15,122.300003,93.629997,98
2009-05-18,122.099998,93.610001,98.010002
2009-05-19,122.699997,92.800003,96.190002
2009-05-20,122.599998,92.879997,95.93
2009-05-21,129.800003,93.459999,97.550003
2009-05-22,147.199997,91.739998,93.82
2009-05-26,146.100006,91.870003,94.050003
2009-05-27,163.800003,91,92.239998
2009-05-28,167.5,90.610001,91.769997
2009-05-29,165.399994,90.470001,91.699997
2009-06-01,190.300003,90.260002,92.339996
2009-06-02,183.899994,89.919998,91.610001
2009-06-03,162.899994,90.279999,91.959999
2009-06-04,169,89.980003,91.43
2009-06-05,183.399994,88.68,89.910004
2009-06-08,183,88.709999,90.410004
2009-06-09,175.300003,88.550003,90.190002
2009-06-10,178.399994,88.269997,88.870003
2009-06-11,171.699997,87.980003,87.760002
2009-06-12,171.800003,88.720001,89.419998
2009-06-15,166.5,89.410004,90.540001
2009-06-16,167.199997,89.440002,90.959999
2009-06-17,170.100006,90,92.449997
2009-06-18,187.300003,89.230003,91.25
2009-06-19,182.300003,88.510002,90.330002
2009-06-22,173.199997,89.410004,92.440002
2009-06-23,173.100006,89.559998,92.769997
2009-06-24,164.899994,89.870003,93.650002
2009-06-25,161,89.699997,93.220001
2009-06-26,159,90.669998,94.620003
2009-06-29,158.399994,90.970001,95.07
2009-06-30,162.5,90.459999,94.190002
2009-07-01,161.600006,90.050003,93.419998
2009-07-02,149.100006,90.529999,94.330002
2009-07-06,148.100006,90.510002,94.050003
2009-07-07,138.600006,90.580002,93.620003
2009-07-08,136.5,91.160004,95.120003
2009-07-09,136.5,91.599998,95.349998
2009-07-10,135.899994,91.959999,95.620003
2009-07-13,137.800003,92.209999,96.32
2009-07-14,145,91.309998,94.760002
2009-07-15,151.800003,90.739998,92.660004
2009-07-16,148.899994,90.650002,92.809998
2009-07-17,156.300003,90.190002,91.900002
2009-07-20,149.699997,89.75,90.849998
2009-07-21,143.899994,90.089996,91.449997
2009-07-22,144.399994,91.199997,93.400002
2009-07-23,147.300003,90.760002,92.760002
2009-07-24,143.600006,89.849998,91
2009-07-27,143.100006,89.589996,90.230003
2009-07-28,140.199997,89.839996,90.720001
2009-07-29,139.600006,90.239998,92.169998
2009-07-30,139.100006,89.720001,91.540001
2009-07-31,138.5,90.650002,93.849998
2009-08-03,141.100006,90.370003,93.809998
2009-08-04,141,90.169998,93.629997
2009-08-05,145.399994,89.279999,91.309998
2009-08-06,147.699997,89.129997,90.900002
2009-08-07,153.399994,88.660004,90.419998
2009-08-10,149.100006,88.690002,90.510002
2009-08-11,149.899994,89.480003,92.389999
2009-08-12,147.5,89.849998,92.949997
2009-08-13,145.800003,89.790001,91.800003
2009-08-14,144.699997,90.43,93.300003
2009-08-17,144.199997,90.870003,93.949997
2009-08-18,136.699997,91.129997,94.660004
2009-08-19,136,91.43,95.169998
2009-08-20,131.899994,91.239998,95.379997
2009-08-21,132.300003,91.309998,95.639999
2009-08-24,131.100006,90.239998,93.489998
2009-08-25,130.100006,90.93,95.370003
2009-08-26,125.5,91.330002,96.18
2009-08-27,125.400002,91.089996,96.18
2009-08-28,129.100006,90.93,95.440002
2009-08-31,130.699997,91.410004,96.360001
2009-09-01,135,91.129997,95.82
2009-09-02,137.600006,91.709999,96.480003
2009-09-03,134.100006,91.830002,96.839996
2009-09-04,127.599998,91.699997,96.440002
2009-09-08,123.199997,90.989998,94.480003
2009-09-09,114.599998,90.860001,93.889999
2009-09-10,117.400002,91.410004,94.93
2009-09-11,114.699997,92.150002,96.82
2009-09-14,116.5,91.760002,96.019997
2009-09-15,119.599998,91.120003,95.190002
2009-09-16,123.699997,91.419998,95.339996
2009-09-17,121.800003,91.279999,95.690002
2009-09-18,121.400002,91.389999,96.199997
2009-09-21,118.400002,91.339996,96.099998
2009-09-22,118,91.050003,95.650002
2009-09-23,111.900002,91.150002,95.940002
2009-09-24,109.800003,91.599998,96.5
2009-09-25,110.699997,91.870003,97.360001
2009-09-28,109.900002,92.099998,98.32
2009-09-29,115.199997,92.099998,98.32
2009-09-30,113.800003,92.209999,98.559998
2009-10-01,112.599998,92.449997,98.959999
2009-10-02,107.800003,93.209999,100.279999
2009-10-05,105.699997,93.029999,99.470001
2009-10-06,107.199997,92.650002,98.760002
2009-10-07,105.099998,92.800003,98.669998
2009-10-08,101.800003,93.169998,99.709999
2009-10-09,114.699997,92.260002,97.620003
2009-10-12,113,91.82,96.029999
2009-10-13,111.099998,92.25,96.620003
2009-10-14,115.400002,91.760002,95.510002
2009-10-15,117.800003,91.300003,94.57
2009-10-16,117.400002,91.550003,95.190002
2009-10-19,114.699997,91.620003,95.589996
2009-10-20,108.900002,92.18,97.019997
2009-10-21,111.900002,91.860001,96.160004
2009-10-22,111.199997,91.540001,95.379997
2009-10-23,113.400002,91.290001,94.879997
2009-10-26,118.5,91.019997,94.440002
2009-10-27,114.099998,90.879997,93.970001
2009-10-28,113.300003,91.480003,95.139999
2009-10-29,116.599998,91.489998,94.82
2009-10-30,113.5,91.580002,95.099998
2009-11-02,113.699997,91.279999,95.510002
2009-11-03,114,91.230003,95.279999
2009-11-04,116.199997,90.480003,93.610001
2009-11-05,112.699997,90.410004,92.870003
2009-11-06,105,90.75,93.379997
2009-11-09,99.900002,90.769997,93.279999
2009-11-10,95.699997,91.080002,94.050003
2009-11-11,98,91.199997,93.629997
2009-11-12,102.199997,90.970001,93.239998
2009-11-13,97.199997,91.199997,93.830002
2009-11-16,92.5,91.459999,94.650002
2009-11-17,91.199997,91.699997,94.989998
2009-11-18,89.099998,91.82,95.440002
2009-11-19,86.900002,91.860001,95.239998
2009-11-20,87.300003,91.900002,95
2009-11-23,87.699997,91.610001,94.540001
2009-11-24,83.699997,91.900002,95.110001
2009-11-25,82.800003,92.110001,95.489998
2009-11-27,88.900002,92.900002,96.400002
2009-11-30,86.099998,92.879997,96.199997
2009-12-01,87.5,92.610001,95.760002
2009-12-02,88.099998,92.260002,95.290001
2009-12-03,93.099998,91.599998,94.43
2009-12-04,95.300003,90.959999,93.290001
2009-12-07,89.800003,91.059998,93.269997
2009-12-08,86.099998,91.739998,94.050003
2009-12-09,90,91.650002,93.690002
2009-12-10,90.900002,91.25,92.690002
2009-12-11,94,90.809998,91.839996
2009-12-14,93.300003,90.739998,92.349998
2009-12-15,96.800003,90.309998,91.57
2009-12-16,94.400002,90.540001,91.93
2009-12-17,92.599998,90.900002,92.5
2009-12-18,93.800003,90.980003,93.199997
2009-12-21,102.599998,90.32,92.059998
2009-12-22,107.699997,89.550003,90.800003
2009-12-23,102.400002,89.57,90.959999
2009-12-24,105,89.300003,90.330002
2009-12-28,108.199997,88.949997,89.459999
2009-12-29,108.900002,88.739998,89.260002
2009-12-30,104.400002,88.919998,89.919998
2009-12-31,107.5,88.589996,89.760002
2010-01-04,106.400002,88.739998,89.839996
2010-01-05,102.5,89.059998,90.050003
2010-01-06,106.900002,89.150002,90.169998
2010-01-07,104.400002,88.870003,89.220001
2010-01-08,96.300003,89.129997,89.510002
2010-01-11,93,89.010002,88.989998
2010-01-12,92.699997,89.599998,90.160004
2010-01-13,95.5,89.480003,89.93
2010-01-14,91.099998,89.489998,89.690002
2010-01-15,89.800003,89.980003,91.029999
2010-01-19,87.900002,89.860001,90.720001
2010-01-20,88.300003,90.139999,91.32
2010-01-21,87.5,90.080002,91.550003
2010-01-22,88.300003,90.459999,92.089996
2010-01-25,88.099998,90.410004,91.540001
2010-01-26,88.800003,90.690002,92.019997
2010-01-27,86.300003,90.639999,91.75
2010-01-28,87.900002,90.089996,91.129997
2010-01-29,86.300003,90.260002,91.410004
2010-02-01,85.300003,90.260002,91.709999
2010-02-02,83.699997,90.129997,91.18
2010-02-03,90,89.980003,90.809998
2010-02-04,90.900002,90.199997,90.989998
2010-02-05,89.099998,90.489998,91.370003
2010-02-08,88,90.68,91.870003
2010-02-09,88.099998,90.519997,91.739998
2010-02-10,90.199997,90.410004,91.32
2010-02-11,89.199997,90.029999,90.199997
2010-02-12,87,90.199997,90.309998
2010-02-16,85.5,89.940002,89.730003
2010-02-17,85.900002,90.089996,89.919998
2010-02-18,87.199997,89.900002,89.459999
2010-02-19,84.900002,89.459999,89.239998
2010-02-22,81.400002,89.440002,89.120003
2010-02-23,83.900002,89.610001,89.339996
2010-02-24,83.199997,90.209999,90.550003
2010-02-25,82.199997,90.57,91.18
2010-02-26,81.199997,90.620003,91.459999
2010-03-01,79.400002,90.559998,91.330002
2010-03-02,78.400002,90.360001,90.879997
2010-03-03,78.900002,90.410004,91.010002
2010-03-04,76.099998,90.470001,90.959999
2010-03-05,78.900002,90.309998,90.830002
2010-03-08,77.599998,90.010002,89.900002
2010-03-09,76.300003,90.18,89.980003
2010-03-10,75.900002,89.93,89.489998
2010-03-11,75.599998,89.910004,89.389999
2010-03-12,76.400002,89.800003,89.769997
2010-03-15,77.300003,90.129997,90.349998
2010-03-16,76.900002,90.160004,90.559998
2010-03-17,74.099998,90.559998,91.309998
2010-03-18,75.900002,90.529999,91.419998
2010-03-19,79.400002,90.239998,91.260002
2010-03-22,78.5,90.459999,91.349998
2010-03-23,78.599998,90.510002,91.07
2010-03-24,90.099998,89.870003,89.839996
2010-03-25,89.5,89.269997,89.129997
2010-03-26,87.400002,89.029999,88.540001
2010-03-29,87.099998,89.300003,88.779999
2010-03-30,86.199997,89.190002,88.519997
2010-03-31,85.300003,89.459999,89.220001
2010-04-01,89.800003,89.110001,88.769997
2010-04-05,90.099998,88.440002,87.980003
2010-04-06,88.599998,88.559998,87.800003
2010-04-07,92.199997,88.510002,87.449997
2010-04-08,90.300003,89.160004,88.889999
2010-04-09,89.800003,88.849998,88.610001
2010-04-12,88.199997,89.209999,89.169998
2010-04-13,86.699997,89.529999,89.889999
2010-04-14,85.300003,89.480003,89.760002
2010-04-15,83.900002,89.110001,88.849998
2010-04-16,82.900002,89.540001,89.400002
2010-04-19,82.300003,89.849998,89.870003
2010-04-20,78.300003,89.669998,89.849998
2010-04-21,79.900002,89.839996,90.269997
2010-04-22,80.099998,90.150002,90.900002
2010-04-23,85.199997,89.610001,90.209999
2010-04-26,83,89.779999,90.510002
2010-04-27,88.900002,90.050003,90.849998
2010-04-28,87.199997,90.160004,91.129997
2010-04-29,83.300003,90.010002,90.860001
2010-04-30,85.5,90.279999,91.279999
2010-05-03,83.599998,90.169998,91.419998
2010-05-04,88.699997,90.760002,92.809998
2010-05-05,95.800003,91.18,94.059998
2010-05-06,116.699997,91.239998,94.160004
2010-05-07,112.599998,91.93,95.879997
2010-05-10,104.400002,90.989998,93.160004
2010-05-11,96.800003,91.410004,93.980003
2010-05-12,93.199997,91.220001,93.139999
2010-05-13,89.5,91.349998,93.260002
2010-05-14,99.800003,91.760002,94.120003
2010-05-17,96.599998,91.93,94.720001
2010-05-18,97.199997,91.779999,94.900002
2010-05-19,98.099998,92.43,95.940002
2010-05-20,110.900002,93.209999,97.910004
2010-05-21,108.699997,94.139999,99.610001
2010-05-24,107.099998,93.519997,98.739998
2010-05-25,112.699997,94.029999,99.650002
2010-05-26,109.900002,93.459999,98.220001
2010-05-27,111.5,92.879997,96.830002
2010-05-28,112.099998,92.900002,96.489998
2010-06-01,110.300003,93.160004,97.230003
2010-06-02,105.199997,92.919998,96.989998
2010-06-03,104.300003,92.139999,95.209999
2010-06-04,106.400002,93.190002,96.940002
2010-06-07,106.099998,93.470001,97.519997
2010-06-08,108.699997,93.68,97.93
2010-06-09,106.599998,93.410004,97.599998
2010-06-10,103.300003,93.290001,97.199997
2010-06-11,105.900002,93.239998,97.089996
2010-06-14,102.900002,92.93,96.32
2010-06-15,99.599998,93.339996,97.110001
2010-06-16,96,93.309998,97.190002
2010-06-17,95.199997,93.389999,97.150002
2010-06-18,94.400002,93.669998,97.889999
2010-06-21,87.800003,93.029999,96.459999
2010-06-22,85.900002,93.540001,97.68
2010-06-23,85.199997,94.120003,98.610001
2010-06-24,85.400002,94.57,99.349998
2010-06-25,84.699997,94.209999,98.32
2010-06-28,84.199997,94.779999,99.599998
2010-06-29,89.800003,95.339996,100.32
2010-06-30,89.699997,95.610001,101.410004
2010-07-01,93.800003,95.43,101.57
2010-07-02,88.199997,95.209999,101.110001
2010-07-06,82.599998,95.160004,100.830002
2010-07-07,86.300003,95.510002,101.459999
2010-07-08,85.5,94.849998,99.82
2010-07-09,85.099998,94.779999,99.400002
2010-07-12,82.199997,94.82,99.330002
2010-07-13,80.300003,94.629997,98.849998
2010-07-14,79,94.68,98.720001
2010-07-15,78.099998,95.019997,99.739998
2010-07-16,81.199997,95.389999,100.309998
2010-07-19,79.400002,95.720001,100.559998
2010-07-20,78.699997,95.900002,100.669998
2010-07-21,78.400002,95.779999,100.449997
2010-07-22,78.800003,96.050003,101.510002
2010-07-23,78.900002,95.860001,100.800003
2010-07-26,77.300003,95.440002,99.629997
2010-07-27,77.099998,95.139999,98.779999
2010-07-28,76.300003,95.18,98.489998
2010-07-29,75.900002,95.489998,98.099998
2010-07-30,78.199997,96.230003,100.199997
2010-08-02,77.599998,95.790001,99.239998
2010-08-03,81.099998,96.029999,99.199997
2010-08-04,85.900002,96.150002,99.5
2010-08-05,84,96.120003,99.339996
2010-08-06,80.400002,96.68,99.790001
2010-08-09,79.800003,96.75,99.739998
